	ReqID	NeedID	ReqText	NeedText	r01_structured_statements	r02_active_voice	r03_appropriate_subject_verb	r04_defined_terms	r05_definite_articles	r06_common_units_of_measure	r07_vague_terms	r08_escape_clauses	r09_open_ended_clauses	r10_superfluous_infinitives	r11_separate_clauses	r12_correct_grammar	r13_correct_spelling	r14_correct_punctuation	r15_logical_expressions	r16_use_of_not	r17_use_of_oblique_symbol	r18_single_thought_sentence	r19_combinators	r20_purpose_phrases	r21_parentheses	r22_enumeration	r23_supporting_diagram_model_ICD	r24_pronouns	r25_headings	r26_absolutes	r27_explicit_conditions	r28_multiple_conditions	r29_classification	r30_unique_expression	r31_solution_free	r32_universal_qualification	r33_range_of_values	r34_measurable_performance	r35_temporal_dependencies	r36_consistent_terms_and_units	r37_acronyms	r38_abbreviations	r39_style_guide	r40_decimal_format	r41_related_needs_and_requirements	r42_structured_sets	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C1_norm	C2_norm	C3_norm	C4_norm	C5_norm	C6_norm	C7_norm	C8_norm	C9_norm	C10_norm	C11_norm	C12_norm	C13_norm	C14_norm	C15_norm	wRQ
3.3.1.29	401.14.3	401.0	Devices shall verify received messages per IEEE 1609.2 and per the relevant security profiles before using them for operations in any application.	Need to have trusted communications	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	3	18	9	5	1	15	7	8	4	9	1	6	6	6	0.5	1.0	0.6	0.5625	0.625	0.5	0.6	0.6363636363636364	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9650103845569339
3.3.1.30	401.14.4	401.0	Devices shall s tore RF Monitoring log file entries encrypted with an encryption key belonging to the TMC.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	26	14	6	2	21	11	9	4	10	3	7	7	7	0.5	1.0	0.8666666666666667	0.875	0.75	1.0	0.84	1.0	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9893287560172672
3.3.1.31	401.14.5	401.0	The host processor on the device shall perform and pass integrity checks as specified in requirements 401.14.6 - 401.14.9.	Need to have trusted communications	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	2	3	22	10	5	2	19	9	7	4	9	3	7	7	7	1.0	1.0	0.7333333333333333	0.625	0.625	1.0	0.76	0.8181818181818182	0.7	1.0	0.9	1.0	0.875	1.0	1.0	0.9869491296124394
3.3.1.32	401.14.6	401.0	The integrity checks performed at boot shall use a hardware- protected value such that the integrity cannot be successfully compromised unless the hardware -protected value is modified.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	21	12	7	2	17	10	10	4	10	2	8	7	7	1.0	1.0	0.7	0.75	0.875	1.0	0.68	0.9090909090909091	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9897648128538389
3.3.1.33	401.14.7	401.0	Until all integrity checks on the software and firmware configuration of the host have passed, the device shall not allow a privileged application (as defined in Security Management Operating Concept section 6.1.1) to sign a message.	Need to have trusted communications	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	3	14	7	5	0	11	4	7	4	8	0	7	6	6	0.5	1.0	0.4666666666666667	0.4375	0.625	0.0	0.44	0.36363636363636365	0.7	1.0	0.8	0.0	0.875	0.8571428571428571	0.8571428571428571	0.8872988480863195
3.3.1.34	401.14.8	401.0	If any integrity check on the software and firmware configuration of the host fails, the device shall not allow any application to have access to locally stored private keys.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	3	20	12	5	2	16	9	9	4	10	2	7	7	7	0.5	1.0	0.6666666666666666	0.75	0.625	1.0	0.64	0.8181818181818182	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9799205855646316
3.3.1.35	401.14.9	401.0	If any integrity check on the software and firmware configuration of the host fails, the device shall not allow any privileged application (as defined in Security Management Operating Concept section 6.1.1) to operate.	Need to have trusted communications	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	3	16	8	5	1	14	6	8	4	8	1	7	6	6	0.5	1.0	0.5333333333333333	0.5	0.625	0.5	0.56	0.5454545454545454	0.8	1.0	0.8	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.95948480080608
3.3.1.36	401.14.10	401.0	The OS on the device shall maintain an Access Control List (ACL) for which applications on the host may use each private key in the HSM.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	25	12	5	2	20	11	9	4	10	2	7	7	7	0.5	1.0	0.8333333333333334	0.75	0.625	1.0	0.8	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9835344543189231
3.3.1.37	401.14.11	401.0	The OS shall not permit keys designat ed as private to be read from the HSM.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	3	21	12	6	2	16	10	9	4	10	2	7	7	7	0.5	1.0	0.7	0.75	0.75	1.0	0.64	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.982579589523846
3.3.1.38	401.14.12	401.0	The validation of signed software shall require use of a verification key that is protected by local hardware to a level equivalent to FIPS 140- 2 at the level appropriate for the device.	Need to have trusted communications	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	3	20	10	6	1	17	8	7	4	8	1	5	5	5	0.5	1.0	0.6666666666666666	0.625	0.75	0.5	0.68	0.7272727272727273	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9718175097223197
3.3.1.39	401.14.13	401.0	All cryptographic software and firmware for the HSM shall be developed and installed in a form that protects the software and firmware source and executable code from unauthorized disclosure and modification.	Need to have trusted communications	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	2	19	9	4	1	14	7	8	4	10	1	7	7	7	0.5	0.6666666666666666	0.6333333333333333	0.5625	0.5	0.5	0.56	0.6363636363636364	0.8	1.0	1.0	0.3333333333333333	0.875	1.0	1.0	0.9558912272928403
3.3.1.40	401.14.14	401.0	The HSM operating system shall prevent a ll operators and executing processes from modifying executing cryptographic processes (i.e., loaded and executing cryptographic program images). In this case, executing processes refer to all non-operating system processes (i.e., operator-initiated), cryptographic or not.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	3	19	10	2	1	15	7	8	4	9	1	6	6	6	0.5	1.0	0.6333333333333333	0.625	0.25	0.5	0.6	0.6363636363636364	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9522776220745593
3.3.1.41	401.14.15	401.0	The HSM operating system shall prevent operators and executing processes from reading cryptographic software stored within the cryptographic boundary.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	23	12	5	2	19	10	9	4	10	2	7	7	7	1.0	1.0	0.7666666666666667	0.75	0.625	1.0	0.76	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9892202850111561
3.3.1.42	401.14.16	401.0	The device shall provide tamper evidence to detect tampering of the device (e.g. opening of the case).	Need to have trusted communications	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	13	5	2	21	11	9	4	10	2	7	7	7	0.5	1.0	0.8666666666666667	0.8125	0.625	1.0	0.84	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9845279708190364
3.3.1.43	401.14.17	401.0	All unused media ports (e.g. USB) shall be sealed.	Need to have trusted communications	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	2	2	22	10	6	1	17	8	7	4	9	1	6	6	6	1.0	0.6666666666666666	0.7333333333333333	0.625	0.75	0.5	0.68	0.7272727272727273	0.7	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.974416268334624
3.3.1.44	401.14.18	401.0	There shall be no removable media.	Need to have trusted communications	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	25	12	7	2	20	10	8	4	10	2	7	7	7	1.0	1.0	0.8333333333333334	0.75	0.875	1.0	0.8	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9929765989175671
3.3.1.45	401.14.19	401.0	The certificate management service shall start requesting a new certificate or batch of pseudonym certificates a day before the expiry of the current certificate or batch.	Need to have trusted communications	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	3	22	11	6	2	18	10	8	4	10	2	7	7	7	1.0	1.0	0.7333333333333333	0.6875	0.75	1.0	0.72	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9891308715353054
3.3.1.46	401.14.20	401.0	When verifying, the device shall require that 1609.2 signed messages are signed by a certificate that is protected from modification by, or chains back to a certificate that is protected from modification by, the secure boot process.	Need to have trusted communications	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	3	19	10	6	1	17	7	9	4	9	1	7	6	6	0.5	1.0	0.6333333333333333	0.625	0.75	0.5	0.68	0.6363636363636364	0.9	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9677390677042988
3.3.1.47	401.14.22	401.0	A device shall not create or transmit messages for any usage scenario if the usage scenario requires it to use 1609.2 certificates and it does not currently have valid certificates for that usage scenario	Need to have trusted communications	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	3	16	10	4	1	13	6	8	4	9	1	6	6	6	0.5	1.0	0.5333333333333333	0.625	0.5	0.5	0.52	0.5454545454545454	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9582061311192375
3.3.1.48	401.14.23	401.0	A device shall verify a DSRC message when any of the following conditions is met: a) A device identifies the message as containing a new DE_TemporaryID value. b) The message results in the issua nce of issue either advisory, warning, or alert. c) The remote vehicle constitutes a potential threat (define potential threat as a vehicle that may collide with the host vehicle based on the both vehicle’s speeds and trajectories) d) The host vehicle constitutes a threat to a pedestrian using a DSRC equipped Personal Information Device. e) Other potential threat situations such as infrastructure size restrictions, speed compliance, red light violations , and other safety applications. f) Other situations as identified during the Phase 2 Design. Note: Verification consists of meeting the IEEE 1609.2 requirements specified herein this document and the associated message’s Security Profile (to be provided in Phase 2).	Need to have trusted communications	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	3	14	7	3	1	12	6	8	4	8	1	6	5	5	0.5	1.0	0.4666666666666667	0.4375	0.375	0.5	0.48	0.5454545454545454	0.8	1.0	0.8	0.3333333333333333	0.75	0.7142857142857143	0.7142857142857143	0.9498749941017536
3.3.1.49	403.2.1	403.0	The ASD shall support a secure session protocol through VPN over TLS to the TMC for protecting the firmware download.	Need to manage CV application life-cycle	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	13	6	2	21	11	9	4	10	2	7	7	7	0.5	1.0	0.8666666666666667	0.8125	0.75	1.0	0.84	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9867584761625287
3.3.1.50	403.2.2	403.0	The RSU shall support a secure session protocol through VPN over TLS to the TMC for protecting the firmware download.	Need to manage CV application life-cycle	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	13	6	2	21	11	9	4	10	2	7	7	7	0.5	1.0	0.8666666666666667	0.8125	0.75	1.0	0.84	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9867584761625287
3.3.1.51	403.3.1	403.0	The ASD shall partition enough storage space for its current and new firmware images.	Need to manage CV application life-cycle	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	25	12	6	2	21	11	10	4	10	2	8	7	7	0.5	1.0	0.8333333333333334	0.75	0.75	1.0	0.84	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9853344782690799
3.3.1.52	403.4.1	403.0	The ASD shall implement a download protocol that permits resumption of incomplete downloads instead of requiring an incomplete download to be restarted.	Need to manage CV application life-cycle	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	23	12	6	2	18	11	9	4	10	2	7	7	7	0.5	1.0	0.7666666666666667	0.75	0.75	1.0	0.72	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9842931033029821
3.3.1.53	403.4.2	403.0	The RSU shall implement a download protocol that permits resumption of incomplete downloads instead of requiring an incomplete download to be restarted.	Need to manage CV application life-cycle	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	23	12	6	2	18	11	9	4	10	2	7	7	7	0.5	1.0	0.7666666666666667	0.75	0.75	1.0	0.72	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9842931033029821
3.4.1	201.1.1	201.0	The ASD event recording shall encrypt each event record. (Clarification: this prevents vehicle identity and determination of whether the vehicle is from the control group or the treatment group.)	Need to have privacy	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	3	23	12	3	2	21	10	8	4	9	3	6	6	6	1.0	1.0	0.7666666666666667	0.75	0.375	1.0	0.84	0.9090909090909091	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9833390197145259
3.4.2	502.1.12	502.0	Event records shall only be decrypted by the central performance analysis software.	Need to collect event recordings	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	2	25	11	7	2	20	10	8	4	10	2	7	7	7	1.0	0.6666666666666666	0.8333333333333334	0.6875	0.875	1.0	0.8	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.990123232207452
3.5.1.1	204.6.1	204.0	The system administrator shall be able to change the volume level of the audio output (e.g. speakers).	Need to limit additional vehicle cab devices that have the potential to distract drivers	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	12	6	2	21	10	9	4	10	2	8	7	7	0.5	1.0	0.8666666666666667	0.75	0.75	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9861576351280522
3.5.1.2	510.10.1	510.0	The ASD shall have the ability to operate in either silent mode or active mode.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	23	12	5	2	19	11	9	4	10	2	7	7	7	0.5	1.0	0.7666666666666667	0.75	0.625	1.0	0.76	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9826468914566711
3.5.1.3	510.10.1.1	510.0	The ASD shall record events* without audibly notifying the driver when operating in silent mode.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	26	13	7	2	22	11	10	4	10	2	8	7	7	1.0	1.0	0.8666666666666667	0.8125	0.875	1.0	0.88	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9947543497207088
3.5.1.4	510.10.1.2	510.0	The ASD shall record events* while audibly notifying the driver when operating in active mode.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	26	13	7	2	22	11	10	4	10	2	8	7	7	1.0	1.0	0.8666666666666667	0.8125	0.875	1.0	0.88	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9947543497207088
3.5.1.5	510.10.1.3	510.0	The ASD shall set the application alert mode to silent mode or active mode per the most recent parameters downloaded.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	24	12	5	2	20	11	9	4	10	2	7	7	7	0.5	1.0	0.8	0.75	0.625	1.0	0.8	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9833216293857427
3.5.2.0.1	201.4.2	201.0	The TMC staff shall be able to monitor the NYC CVPD system-wide RSU malfunctions.	Need to have privacy	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	12	7	2	21	10	9	4	10	2	8	7	7	0.5	1.0	0.8666666666666667	0.75	0.875	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9871283761688346
3.5.2.0.2	201.5.2	201.0	The ASD shall have configurable parameters for tuning alert thresholds.	Need to have privacy	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	26	12	6	2	21	10	8	4	10	2	7	7	7	0.5	1.0	0.8666666666666667	0.75	0.75	1.0	0.84	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9862087286343094
3.5.2.0.3	202.6.1	202.0	The Parameter Control functional entity at the TMC shall sign the Parameter Control messages per IEEE 1609.2.	Need to manage CV application for the traffic environment	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	2	3	25	11	8	1	21	8	9	4	9	1	7	6	6	1.0	1.0	0.8333333333333334	0.6875	1.0	0.5	0.84	0.7272727272727273	0.9	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9754875993749349
3.5.2.0.4	202.6.3	202.0	The Parameter Control functional entity shall meet the highest security requirements for a device of the appropriate class. (Note: this shall be derived via the Confidentiality/Integrity/Availability (CIA) analysis once the application specification is developed in detail.)	Need to manage CV application for the traffic environment	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	3	21	10	4	1	17	9	9	4	9	1	7	6	6	0.5	1.0	0.7	0.625	0.5	0.5	0.68	0.8181818181818182	0.9	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9653393765260876
3.5.2.0.5	202.6.5	202.0	The Parameter Control functional entity shall update the parameter control message signatures daily.	Need to manage CV application for the traffic environment	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	26	12	7	2	22	10	9	4	10	2	8	7	7	1.0	1.0	0.8666666666666667	0.75	0.875	1.0	0.88	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9941412518650614
3.5.2.0.6	202.6.7	202.0	The Parameter Control message version shall be based on the message payload.	Need to manage CV application for the traffic environment	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	26	12	7	2	21	10	8	4	10	3	7	7	7	1.0	0.6666666666666666	0.8666666666666667	0.75	0.875	1.0	0.84	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9934570196265768
3.5.2.0.7	202.6.8	202.0	The ASDs from all suppliers shall implement the same Parameter Control protocol. (Note: Parameter Control protocol will be defined by SAE or by NYC CVPD.)	Need to manage CV application for the traffic environment	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	2	3	21	11	4	1	17	8	8	4	9	1	6	6	6	1.0	1.0	0.7	0.6875	0.5	0.5	0.68	0.7272727272727273	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9693675439216843
3.5.2.0.9	203.28.1	203.0	The TMC staff shall be able to monitor the NYC CVPD system -wide ASD malfunctions.	Need to manage CV equipment maintenance	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	25	12	7	2	20	10	9	4	10	2	8	7	7	0.5	1.0	0.8333333333333334	0.75	0.875	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9866797963400568
3.5.2.0.10	401.5.1	401.0	All devices shall carry no more than two weeks' worth of operating certificates.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	3	25	11	8	0	19	8	10	4	10	0	8	7	7	1.0	1.0	0.8333333333333334	0.6875	1.0	0.0	0.76	0.7272727272727273	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.923415304087047
3.5.2.0.11	401.5.2	401.0	The day before a new week becomes valid; the devices shall download the next week's worth of certificates.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	3	25	12	7	2	21	11	10	4	10	2	8	7	7	1.0	1.0	0.8333333333333334	0.75	0.875	1.0	0.84	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9934804593636227
3.5.2.0.12	401.7.4	401.0	Mobile devices in need of certificate update shall switch to the advertis ed channel.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	27	13	7	2	22	11	10	4	10	2	8	7	7	0.5	1.0	0.9	0.8125	0.875	1.0	0.88	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.987647643602918
3.5.2.0.13	401.11.1	401.0	A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages received. (Note: the only exception to this is a firmware update in which case faulty software could violate this requirement.)	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	3	21	11	3	2	18	10	8	4	9	2	6	6	6	0.5	1.0	0.7	0.6875	0.375	1.0	0.72	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9756364916471878
3.5.2.0.14	401.11.2	401.0	A device with DSRC communications interfaces shall continue normal operations regardless of the number, rate, or content of the DSRC messages transmitted.	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	23	13	6	2	20	10	9	4	10	2	7	7	7	1.0	1.0	0.7666666666666667	0.8125	0.75	1.0	0.8	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9925288119979039
3.5.2.0.15	402.3.1	402.0	The NYC CVPD performance monitoring subsystem shall measure the RF received range of each ASD.	Need to manage equipment health	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	26	12	7	2	21	10	8	4	10	3	7	7	7	1.0	1.0	0.8666666666666667	0.75	0.875	1.0	0.84	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9958807031822046
3.5.2.0.16	402.3.2	402.0	The NYC CVPD performance monitoring subsystem shall measure the RF monitoring range of the RSU.	Need to manage equipment health	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	29	14	8	2	24	11	10	4	10	3	8	7	7	1.0	1.0	0.9666666666666667	0.875	1.0	1.0	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9994625125448933
3.5.2.0.17	404.1.1	404.0	The ASD shall include a threat arbitrator for advisories and alerts presented to the driver in cases where multiple safety advisories are indicated simultaneously.	Need to manage CV application interrelationship	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	3	23	12	6	2	19	11	10	4	10	2	8	7	7	0.5	1.0	0.7666666666666667	0.75	0.75	1.0	0.76	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9839954890347146
